Point_Index,HAM_Speed,RUS_Speed,HAM_RPM,RUS_RPM,HAM_Throttle,RUS_Throttle,HAM_Brake,RUS_Brake,HAM_nGear,RUS_nGear,Speed_Gap_kmh,Speed_Leader
247,119.3750016,119.0,8416.15008768,8485.0,0.0,0.0,True,True,3,3,0.3750016000000045,HAM
248,117.0,117.17857005714286,8286.0,8297.9998592,0.0,0.0,True,True,3,3,-0.17857005714286345,RUS
249,115.7,116.0,8204.425,8177.0,0.0,0.0,True,False,3,3,-0.29999999999999716,RUS
250,113.0,114.69999872,8035.0,8323.250144,0.0,13.32501312,False,False,3,3,-1.6999987199999964,RUS
251,110.67080772007263,113.30999808,8045.869563972994,8479.625216,1.5527948532849105,27.57251968,False,False,3,3,-2.639190359927369,RUS
252,110.0,112.0,8049.0,8627.0,2.0,41.0,False,False,3,3,-2.0,RUS
253,109.0,116.06389262222223,8087.0,8979.397545955555,27.0,50.28889742222222,False,False,3,3,-7.063892622222227,RUS
254,109.0,119.0,8120.15,9234.0,33.5,57.0,False,False,3,3,-10.0,RUS
255,109.0,123.0,8138.0,9308.0,37.0,61.0,False,False,3,3,-14.0,RUS
256,112.0,123.75000192,8709.0,9413.0002688,42.0,63.5000064,False,False,3,3,-11.750001920000003,RUS
257,112.48610986666667,126.0,8754.763771733333,9728.0,43.388885333333334,71.0,False,False,3,3,-13.513890133333334,RUS
258,118.3194432,129.85000704,9303.9304384,9940.80038912,60.055552,73.80000512,False,False,3,3,-11.530563840000013,RUS
259,119.0,137.0,9368.0,10336.0,62.0,79.0,False,False,3,3,-18.0,RUS
260,119.17499776,137.0,9380.84983552,10354.932546742857,62.2499968,79.09643062857143,False,False,3,3,-17.825002240000003,RUS
261,126.0,137.0,9882.0,10735.678840685714,72.0,81.03571565714286,False,False,3,3,-11.0,RUS
262,129.6093728,137.0,10248.8435264,10925.0,75.9374976,82.0,False,False,3,3,-7.3906272000000115,RUS
263,135.7968728,152.33334186666667,10877.7185264,11327.500224,82.6874976,82.95833386666666,False,False,3,3,-16.536469066666683,RUS
264,137.0,153.0,11000.0,11345.0,84.0,83.0,False,False,3,3,-16.0,RUS
265,147.2499968,161.3333376,10724.531336,10925.5553408,90.8333312,94.8055616,False,False,3,3,-14.083340800000002,RUS
266,161.0,165.0,10355.0,10741.0,100.0,100.0,False,False,3,3,-4.0,RUS
267,161.1625,172.875008,10366.4125,10888.000149333333,100.0,100.0,False,False,3,3,-11.712508000000014,RUS
268,164.4125,180.0,10594.6625,11021.0,100.0,100.0,False,False,3,4,-15.587500000000006,RUS
269,174.0,182.3500032,11268.0,10771.31216,100.0,100.0,False,False,4,4,-8.350003200000003,RUS
270,177.675,184.0,11441.5125,10596.0,100.0,100.0,False,False,4,4,-6.324999999999989,RUS
271,187.3,195.2,11895.95,10742.3,100.0,83.9,False,False,4,4,-7.899999999999977,RUS
272,188.0,200.0,11929.0,10805.0,100.0,77.0,False,False,4,5,-12.0,RUS
273,190.17499904,197.25232732571075,11758.98757504,10676.775275199836,100.0,65.24606689331824,False,False,4,5,-7.077328285710763,RUS
274,194.0,182.0,11460.0,9965.0,100.0,0.0,True,True,4,5,12.0,HAM
275,185.04444444444445,172.25714285714287,10942.644444444444,9638.771428571428,65.55555555555556,0.0,True,True,4,5,12.787301587301585,HAM
276,168.0,151.0,9958.0,8927.0,0.0,0.0,True,True,4,5,17.0,HAM
277,156.0,148.73333333333332,10114.8,8993.533333333333,0.0,0.0,True,True,4,5,7.26666666666668,HAM
278,138.0,136.45555555555555,10350.0,9353.922222222222,0.0,0.0,True,True,3,5,1.5444444444444514,HAM
279,130.35,134.0,9299.4,9426.0,0.0,0.0,True,True,3,3,-3.6500000000000057,RUS
280,126.0,112.3,8702.0,7943.425,0.0,0.0,True,True,3,3,13.700000000000003,HAM
281,123.3437568,106.0,8562.7816064,7513.0,0.0,0.0,True,True,3,3,17.343756799999994,HAM
282,109.0,102.85714285714286,7811.0,7265.028571428571,0.0,0.0,True,True,3,3,6.142857142857139,HAM
283,103.0,96.0,7204.0,6724.0,0.0,0.0,True,True,3,3,7.0,HAM
284,102.8750016,88.0,7187.1877152,6157.0,0.0,0.0,True,True,3,3,14.875001600000004,HAM
285,99.0,87.86666666666666,6666.0,6143.2,0.0,0.0,True,True,3,3,11.13333333333334,HAM
286,93.0,85.2,6261.0,5867.2,0.0,0.0,True,True,3,3,7.799999999999997,HAM
287,92.92,84.0,6257.01,5743.0,0.0,0.0,True,True,3,3,8.920000000000002,HAM
288,86.92,81.48,5957.76,5625.4,0.0,0.0,True,True,3,3,5.439999999999998,HAM
289,85.0,81.0,5862.0,5603.0,0.0,0.0,True,True,3,3,4.0,HAM
290,83.4062512,78.84401105863545,5728.3907256,5515.323116384508,0.0,1.7966574511371327,True,True,3,3,4.562240141364555,HAM
291,80.425,75.0,5478.4625,5359.0,0.0,5.0,True,False,3,3,5.424999999999997,HAM
292,79.0,75.0,5359.0,5374.6940848,0.0,5.5062608,False,False,3,3,4.0,HAM
293,77.10714331428571,75.0,5754.607047314285,5638.0,6.6249984,14.0,False,False,3,3,2.1071433142857074,HAM
294,77.0,75.6468768,5777.0,5697.9439168,7.0,17.4500096,False,False,3,3,1.3531231999999989,HAM
295,76.34285714285714,77.8968768,5817.742857142857,5906.4439168,18.82857142857143,29.4500096,False,False,3,3,-1.5540196571428595,RUS
296,76.0,78.0,5839.0,5916.0,25.0,30.0,False,False,3,3,-2.0,RUS
297,76.7083328,80.1250016,5987.0415552,6329.666978133333,27.4791648,37.08333866666667,False,False,3,3,-3.4166688000000107,RUS
298,78.0,81.0,6257.0,6500.0,32.0,40.0,False,False,3,3,-3.0,RUS
299,80.09999872,88.0,6531.57483264,6707.0,35.67499776,41.0,False,False,3,3,-7.900001279999998,RUS
300,82.0,88.60417066666666,6780.0,6768.021237333333,39.0,42.691677866666666,False,False,3,3,-6.604170666666661,RUS
301,86.60198992302166,93.0,6893.208952106333,7212.0,39.920397984604335,55.0,False,False,3,3,-6.398010076978338,RUS
302,87.0,97.4500096,6903.0,7519.0506624,40.0,57.54286262857143,False,False,3,3,-10.450009600000001,RUS
303,91.0,107.0,7129.0,8178.0,47.0,63.0,False,False,3,3,-16.0,RUS
304,96.14285714285714,110.0,7642.257142857143,8621.0,53.68571428571428,68.0,False,False,3,3,-13.857142857142861,RUS
305,101.0,112.2500032,8127.0,8719.43764,60.0,71.9375056,False,False,3,3,-11.250003199999995,RUS
306,104.86610775133516,114.0,8457.37648056864,8796.0,62.460250387213286,75.0,False,False,3,3,-9.133892248664836,RUS
307,112.0,126.5000064,9067.0,9403.8128112,67.0,77.3437512,False,False,3,3,-14.500006400000004,RUS
308,114.16666453333333,130.0,9098.416635733332,9574.0,68.08333226666667,78.0,False,False,3,3,-15.833335466666668,RUS
309,120.0,143.0,9183.0,10526.0,71.0,82.0,False,False,3,3,-23.0,RUS
310,120.22499712,144.57500617142858,9200.64977408,10699.600680228572,71.2499968,83.2250048,False,False,3,3,-24.350009051428586,RUS
311,129.0,152.0,9889.0,11518.0,81.0,89.0,False,False,3,3,-23.0,RUS
312,130.9863581090909,152.5000064,10066.93586850909,11526.4063576,82.35908712727273,89.0625008,False,False,3,3,-21.51364829090909,RUS
313,133.53408814545455,168.0,10295.158843345454,11787.0,84.10227083636363,91.0,False,False,3,3,-34.46591185454545,RUS
314,148.0,168.31500672,11591.0,11750.36921856,94.0,90.86499712,False,False,3,3,-20.315006720000014,RUS
315,149.0937472,175.0,11511.6252032,10973.0,94.4687488,88.0,False,False,3,4,-25.906252800000004,RUS
316,156.925,176.76,10943.3,10929.44,97.825,80.96,False,False,3,4,-19.83499999999998,RUS
317,162.0,179.0,10575.0,10874.0,100.0,72.0,False,True,3,4,-17.0,RUS
318,164.3375,177.562496,10677.1625,10720.7620736,98.075,51.299942400000006,False,True,3,4,-13.224996000000004,RUS
319,174.9625,174.0,11141.5375,10341.0,89.325,0.0,False,True,3,4,0.9625000000000057,HAM
320,179.0,170.937488,11318.0,10205.432802133333,86.0,0.0,False,True,4,4,8.062511999999998,HAM
321,179.0,159.0,10939.0,9677.0,41.0,0.0,True,True,4,4,20.0,HAM
322,178.85,154.65086723948502,10923.333333333334,9370.11431958616,40.35,0.0,True,True,4,4,24.19913276051497,HAM
323,170.0,145.07481197415487,9999.0,8694.403919926302,2.0,0.0,True,True,4,4,24.92518802584513,HAM
324,159.82500352,143.0,9498.57517312,8548.0,0.15000064000000002,0.0,True,True,4,4,16.825003519999996,HAM
325,159.0,134.0,9458.0,8176.0,0.0,0.0,True,True,4,4,25.0,HAM
326,142.8,134.0,8657.0,8133.16,0.0,0.0,True,True,4,4,8.800000000000011,HAM
327,141.0,134.0,8568.0,7870.0,0.0,0.0,True,True,4,4,7.0,HAM
328,135.0,132.8,7983.0,7820.666666666667,0.0,0.0,True,True,4,4,2.1999999999999886,HAM
329,133.9,126.3,7958.616666666667,7553.444444444444,0.0,0.0,True,True,4,4,7.6000000000000085,HAM
330,129.0,125.0,7850.0,7500.0,0.0,0.0,True,False,4,4,4.0,HAM
331,127.32,120.3,7742.69,7500.0,0.0,0.0,True,False,4,4,7.019999999999996,HAM
332,123.70000128,117.0,7511.46258176,7500.0,0.0,0.0,True,False,4,4,6.700001279999995,HAM
333,121.0,117.0,7339.0,7529.183333333333,0.0,9.633333333333335,False,False,4,4,4.0,HAM
334,118.5833344,117.0,7267.7083648,7603.0,1.8124992,34.0,False,False,4,4,1.5833343999999983,HAM
335,117.0,117.35,7221.0,7651.825,3.0,35.05,False,False,4,4,-0.3499999999999943,RUS
336,115.7916672,119.0,7363.5832704,7882.0,8.2361088,40.0,False,False,4,4,-3.2083327999999938,RUS
337,114.0,120.1,7575.0,7863.025,16.0,42.75,False,False,4,4,-6.099999999999994,RUS
338,115.1718744,122.1,7572.6562512,7828.525,26.5468696,47.75,False,False,4,4,-6.928125600000001,RUS
339,116.8593744,123.0,7569.2812512,7813.0,41.7343696,50.0,False,False,4,4,-6.140625600000007,RUS
340,117.0,125.20551484576153,7569.0,7988.558981722617,43.0,53.7493752377946,False,False,4,4,-8.205514845761527,RUS
341,119.46,131.22055533420206,7802.7,8467.356204602484,49.56,63.974944068143515,False,False,4,4,-11.760555334202067,RUS
342,120.0,133.0,7854.0,8609.0,51.0,67.0,False,False,4,4,-13.0,RUS
343,124.0,136.0,8320.0,8936.0,57.0,74.0,False,False,4,4,-12.0,RUS
344,124.0,136.26591476363637,8333.9,8963.32785570909,57.35,74.30682472727273,False,False,4,4,-12.265914763636374,RUS
345,124.0,143.35682385454547,8876.0,9692.055128436363,71.0,82.48864290909091,False,False,4,4,-19.356823854545468,RUS
346,134.075,149.0,9041.075,10272.0,73.325,89.0,False,False,4,4,-14.925000000000011,RUS
347,137.0,150.75000448,9089.0,10285.00003328,74.0,91.75000704,False,False,4,4,-13.750004480000001,RUS
348,143.375,156.0,9580.5125,10324.0,79.7375,100.0,False,False,4,4,-12.625,RUS
349,147.0,164.45000832,9860.0,10533.95020672,83.0,100.0,False,False,4,4,-17.450008319999995,RUS
350,150.4166656,169.0,10264.8748736,10647.0,91.541664,100.0,False,False,4,4,-18.583334400000012,RUS
351,151.0,169.0,10334.0,10879.3066592,93.0,100.0,False,False,4,4,-18.0,RUS
352,152.3239844135047,169.0,10387.115139412364,10988.0,93.54517005261957,100.0,False,False,4,4,-16.67601558649531,RUS
353,166.09345756380463,169.0,10939.514003442044,10988.0,99.21495311450778,100.0,False,False,4,4,-2.906542436195366,RUS
354,168.0,169.5343864,11016.0,10995.875168,100.0,100.0,False,False,4,4,-1.5343863999999883,RUS
355,176.15000320000001,184.9718864,11299.2126112,11223.375168,100.0,100.0,False,False,4,4,-8.821883199999974,RUS
356,180.0,188.0,11433.0,11268.0,100.0,100.0,False,False,4,4,-8.0,RUS
357,186.17142857142858,195.0,11289.0,12098.0,100.0,100.0,False,False,4,4,-8.828571428571422,RUS
358,192.0,195.1687536,11153.0,12098.0,100.0,100.0,False,False,4,4,-3.1687536000000023,RUS
359,193.3793100681008,198.0,11114.517249099988,12098.0,100.0,100.0,False,False,4,4,-4.620689931899193,RUS
360,200.2758604086048,199.8750048,10922.103494599925,11927.582897066666,100.0,100.0,False,False,4,4,0.4008556086048145,HAM
361,202.0,203.5875072,10874.0,11590.157678933334,100.0,100.0,False,False,5,4,-1.5875072000000046,RUS
362,223.03749824,207.0,10735.3437616,11280.0,100.0,100.0,False,False,5,5,16.03749823999999,HAM
363,224.0,208.83333546666665,10729.0,11338.437568,100.0,100.0,False,False,6,5,15.166664533333346,HAM
364,226.92857142857142,213.50000213333334,10847.9,11487.187568,100.0,100.0,False,False,6,5,13.428569295238077,HAM
365,229.0,215.0,10932.0,11535.0,100.0,100.0,False,False,6,5,14.0,HAM
366,235.0,219.27778275555556,11036.0,11366.333137066667,99.0,100.0,False,False,6,5,15.722217244444437,HAM
367,235.1071414857143,227.01667413333334,11042.910625828572,11061.1997056,99.01785691428572,100.0,False,False,6,5,8.090467352380955,HAM
368,241.0,229.0,11423.0,10983.0,100.0,100.0,False,False,6,6,12.0,HAM
369,244.28,230.8958368,11268.84,11048.0417856,100.0,100.0,False,False,6,6,13.384163199999989,HAM
370,249.0,241.13333333333333,11047.0,11399.266666666666,100.0,100.0,False,False,6,6,7.866666666666674,HAM
371,249.02857142857144,242.0,11037.842857142858,11429.0,99.97142857142858,100.0,False,False,6,6,7.028571428571439,HAM
372,250.17857097142857,247.0,10669.268003657144,11726.0,98.82142902857143,100.0,False,False,6,6,3.17857097142857,HAM
373,251.0,247.0,10406.0,11425.999522981936,98.0,100.0,False,False,7,6,4.0,HAM
374,254.2,247.0,10482.8,11026.0,99.6,100.0,False,False,7,6,7.199999999999989,HAM
375,255.0,247.2,10502.0,11001.76,100.0,100.0,False,False,7,6,7.800000000000011,HAM
376,256.65,252.0,10558.925,10420.0,100.0,100.0,False,False,7,6,4.649999999999977,HAM
377,257.0,252.11428571428573,10571.0,10423.0,100.0,100.0,False,False,7,6,4.885714285714272,HAM
378,257.55,255.25714285714287,10592.633333333333,10505.5,99.81666666666666,100.0,False,False,7,6,2.2928571428571445,HAM
379,260.0,256.0,10689.0,10525.0,99.0,100.0,False,False,7,7,4.0,HAM
380,256.0,258.0,10475.0,10697.0,79.4,100.0,False,False,7,7,-2.0,RUS
381,240.0,259.25714285714287,9619.0,10698.257142857143,1.0,100.0,True,False,7,7,-19.257142857142867,RUS
382,217.65714285714284,261.8285714285714,9682.085714285715,10700.828571428572,0.34285714285714286,100.0,True,False,7,7,-44.17142857142858,RUS
383,206.0,262.0,9715.0,10701.0,0.0,100.0,True,False,7,7,-56.0,RUS
384,200.85417173333335,259.0,9781.895767466667,10199.0,0.0,41.0,True,True,7,7,-58.145828266666655,RUS
385,187.0,248.0,9962.0,9873.4,0.0,25.96666666666667,True,True,7,7,-61.0,RUS
386,181.6818234181818,229.0,9856.818285381818,9311.0,0.0,0.0,True,True,7,7,-47.31817658181819,RUS
387,167.03636363636363,214.81000704,9567.163636363637,9356.79497728,0.0,0.0,True,True,7,7,-47.773643403636356,RUS
388,151.0,207.0,9250.0,9382.0,0.0,0.0,True,True,4,7,-56.0,RUS
389,149.10416853333334,191.6,9087.50016,9819.5,0.0,0.0,True,True,4,7,-42.49583146666666,RUS
390,144.0,185.0,8650.0,10007.0,0.0,0.0,True,True,4,7,-41.0,RUS
391,137.8750016,167.0071478857143,8285.562595200001,9705.210798628572,0.0,0.0,True,True,4,7,-29.1321462857143,RUS
392,136.0,163.0,8174.0,9638.0,0.0,0.0,True,True,4,5,-27.0,RUS
393,134.375,155.98,8093.075,9267.56,1.625,0.0,True,True,4,5,-21.60499999999999,RUS
394,131.0,150.0,7925.0,8952.0,5.0,0.0,False,True,4,4,-19.0,RUS
395,129.80373807924997,141.04285714285714,7886.121487575624,8543.228571428572,6.79439288112506,0.0,False,True,4,4,-11.239119063607177,RUS
396,125.0,139.0,7730.0,8450.0,14.0,0.0,False,True,4,4,-14.0,RUS
397,124.6,136.1658264112496,7732.4,8186.421856246213,18.0,0.0,False,True,4,4,-11.565826411249617,RUS
398,124.1,136.0,7735.4,8171.0,23.0,0.0,False,True,4,4,-11.900000000000006,RUS
399,124.0,133.0,7736.0,7917.0,24.0,0.0,False,True,4,4,-9.0,RUS
400,127.0,131.562496,8278.0,7887.9624192,49.0,0.0,False,True,4,4,-4.56249600000001,RUS
401,127.36666666666666,128.0,8331.166666666666,7816.0,49.36666666666667,0.0,False,False,4,4,-0.63333333333334,RUS
402,129.0,127.59166506666666,8568.0,7866.429364266667,51.0,5.5125215999999995,False,False,4,4,1.408334933333336,HAM
403,132.59874535949936,126.0,8822.996814044527,8063.0,55.11285183942785,27.0,False,False,4,4,6.598745359499361,HAM
404,136.0,126.0,9064.0,8066.928621714285,59.0,27.64286537142857,False,False,4,4,10.0,HAM
405,138.1249984,126.0,9203.1873952,8137.250075428571,65.3749952,39.150012342857146,False,False,4,4,12.12499840000001,HAM
406,140.0,126.0,9326.0,8173.0,71.0,45.0,False,False,4,4,14.0,HAM
407,150.0,129.52083733333333,9955.0,8406.079431466667,79.0,52.041674666666665,False,False,4,4,20.479162666666667,HAM
408,150.14999808,130.79166933333335,9955.84998912,8490.208509866667,79.0,54.58333866666667,False,False,4,4,19.358328746666643,HAM
409,156.0,131.0,9989.0,8504.0,79.0,55.0,False,False,4,4,25.0,HAM
410,160.0,137.44444728888888,9843.0,8913.222402844445,37.0,64.66667093333334,True,False,4,4,22.55555271111112,HAM
411,156.96,139.0,9831.96,9012.0,31.08,67.0,True,False,4,4,17.960000000000008,HAM
412,145.56,143.0,9790.56,9265.0,8.879999999999999,69.0,True,False,4,4,2.5600000000000023,HAM
413,141.0,144.2500032,9774.0,9330.0001664,0.0,69.89285942857143,True,False,4,4,-3.250003200000009,RUS
414,126.0,150.0,9069.0,9629.0,0.0,74.0,True,False,3,4,-24.0,RUS
415,126.0,150.3750048,8877.1877728,9648.1252448,0.0,73.8749984,True,False,3,4,-24.3750048,RUS
416,126.0,156.0,8387.0,9935.0,0.0,72.0,True,False,3,4,-30.0,RUS
417,119.0,157.60714514285715,8101.4,9967.464331885714,0.0,69.42856777142858,True,False,3,4,-38.60714514285715,RUS
418,113.343752,161.0,7870.6250816,10036.0,0.0,64.0,True,False,3,4,-47.656248000000005,RUS
419,111.0,159.6874976,7775.0,9846.5621536,0.0,49.9999744,True,False,3,4,-48.6874976,RUS
420,108.3,155.0,7694.0,9170.0,4.5,0.0,True,False,3,4,-46.7,RUS
421,108.0,151.78570057142858,7685.0,9170.107143314286,5.0,0.0,False,False,3,4,-43.78570057142858,RUS
422,105.7125,125.0,7842.8375,9171.0,27.875,0.0,False,True,3,4,-19.287499999999994,RUS
423,105.0,123.54166293333333,7892.0,9049.124688,35.0,0.0,False,True,3,4,-18.541662933333328,RUS
424,105.6,118.0,7935.2,8586.0,37.1,0.0,False,True,3,3,-12.400000000000006,RUS
425,107.0,116.562496,8036.0,8361.4618752,42.0,0.0,False,True,3,3,-9.562495999999996,RUS
426,111.0,113.0,8779.0,7805.0,49.0,0.0,False,False,3,3,-2.0,RUS
427,111.81249792,112.4749952,8825.68738048,7790.8248704,49.81249792,0.0,False,False,3,3,-0.6624972799999966,RUS
428,124.0,110.0,9526.0,7724.0,62.0,0.0,False,False,3,3,14.0,HAM
429,124.26666666666667,109.48398270133566,9544.983333333334,7704.804156489687,62.63333333333333,0.0,False,False,3,3,14.782683965331003,HAM
430,140.0,106.28113791466733,10665.0,7585.658330425625,100.0,0.0,False,False,3,3,33.718862085332674,HAM
431,145.4,105.0,10413.0,7538.0,100.0,0.0,False,False,3,3,40.400000000000006,HAM
432,146.0,104.0,10385.0,7698.0,100.0,23.0,False,False,3,3,42.0,HAM
433,150.0,104.05714285714286,9736.0,7709.2,76.0,23.571428571428573,False,False,4,3,45.942857142857136,HAM
434,152.8,105.05714285714286,9914.15,7905.2,75.3,33.57142857142857,False,False,4,3,47.74285714285715,HAM
435,158.0,106.0,10245.0,8090.0,74.0,43.0,False,False,4,3,52.0,HAM
436,158.825,107.0125,10251.325,8258.075,73.175,46.375,False,False,4,3,51.812499999999986,HAM
437,159.95,108.5125,10259.95,8507.075,72.05,51.375,False,False,4,3,51.437499999999986,HAM
438,161.0,109.0,10268.0,8588.0,71.0,53.0,False,False,4,3,52.0,HAM
439,164.4,117.61666666666667,10556.15,8938.933333333332,73.55,61.61666666666667,False,False,4,3,46.78333333333333,HAM
440,165.0,120.0,10607.0,9036.0,74.0,64.0,False,False,4,3,45.0,HAM
441,169.0,127.41,11077.0,9751.92,82.0,77.11,False,False,4,3,41.59,HAM
442,171.97499776,133.0,11128.21246144,10292.0,85.82499712,87.0,False,False,4,3,38.97499776000001,HAM
443,178.27499776,139.075,11236.66246144,10636.925,93.92499712,87.0,False,False,4,3,39.19999776,HAM
444,183.0,151.0,11318.0,11314.0,100.0,87.0,False,False,4,3,32.0,HAM
445,183.88967764035363,153.5142857142857,11225.829396459365,11332.857142857143,100.0,83.54285714285714,False,False,4,3,30.37539192606792,HAM
446,191.71886091817473,159.0,10414.726008877098,11374.0,100.0,76.0,False,False,4,3,32.71886091817473,HAM
447,193.0,164.58,10282.0,10959.84,100.0,77.24,False,False,5,3,28.419999999999987,HAM
448,196.5142857142857,167.73,10719.528571428571,10726.04,100.0,77.94,False,False,5,3,28.784285714285716,HAM
449,199.0,168.0,11029.0,10706.0,100.0,78.0,False,False,5,4,31.0,HAM
450,199.0,174.75862475754218,10782.1625,11148.207162707758,61.25,81.8620712900241,False,False,5,4,24.24137524245782,HAM
451,199.0,175.0,10392.0,11164.0,0.0,82.0,False,False,5,4,24.0,HAM
452,187.0,184.65625599999998,9790.0,11717.3034688,0.0,99.3812608,False,False,5,4,2.343744000000015,HAM
453,185.25,185.0,10002.1,11737.0,0.0,100.0,False,False,5,4,0.25,HAM
454,182.0,190.8781304,10396.0,12036.1315248,0.0,100.0,True,False,5,4,-8.878130400000003,RUS
455,172.67409637007754,194.0,10693.738108481228,12195.0,0.0,100.0,True,False,5,4,-21.325903629922465,RUS
456,157.63231632181547,196.2500032,11173.960864096114,11697.4680424,0.0,87.6249824,True,False,5,4,-38.61768687818454,RUS
457,155.0,200.7500032,11258.0,10702.4055424,0.0,62.8749824,True,False,4,4,-45.75000320000001,RUS
458,146.0,202.0,10425.0,10426.0,0.0,56.0,True,True,3,5,-56.0,RUS
459,141.2187536,194.0,10414.9062576,9956.0,0.0,0.0,True,True,3,5,-52.781246399999986,RUS
460,133.3437536,187.99999146666667,10398.2812576,9749.749706666667,0.0,0.0,True,True,3,5,-54.65623786666666,RUS
461,128.0,178.0,10387.0,9406.0,0.0,0.0,True,True,3,5,-50.0,RUS
462,115.0,176.69499136,9609.0,9525.77079296,0.0,0.0,True,True,2,5,-61.69499135999999,RUS
463,113.0312528,169.0,9437.250244266666,10232.0,0.0,0.0,True,True,2,5,-55.968747199999996,RUS
464,94.7,162.74999466666668,7838.066666666667,9826.9996544,0.0,0.0,True,True,2,5,-68.04999466666668,RUS
465,94.0,159.0,7777.0,9584.0,0.0,0.0,True,True,2,4,-65.0,RUS
466,93.08333333333333,146.343744,7651.416666666667,9881.0001408,0.0,0.0,True,True,2,4,-53.26041066666666,RUS
467,89.33333333333333,144.0,7137.666666666667,9936.0,0.0,0.0,True,True,2,4,-54.66666666666667,RUS
468,89.0,135.3333248,7092.0,9446.8745184,0.0,0.0,True,True,2,4,-46.333324800000014,RUS
469,83.8750016,128.0,6660.8595096,9033.0,0.0,0.0,True,True,2,3,-44.124998399999996,RUS
470,81.0,120.90498944,6419.0,8562.47179968,0.0,0.0,True,True,2,3,-39.904989439999994,RUS
471,76.0,110.94999296,6242.0,7902.27453312,0.0,0.0,True,True,2,3,-34.94999296,RUS
472,75.89285851428572,106.0,6227.946608457143,7574.0,0.0,0.0,True,True,2,3,-30.10714148571428,RUS
473,70.75000137142857,100.718744,5553.375179885714,7071.7525544,0.0,0.0,True,True,2,3,-29.968742628571434,RUS
474,70.0,96.0,5455.0,6623.0,0.0,0.0,True,True,2,3,-26.0,RUS
475,68.275,95.71070811428571,5376.8,6604.035309714286,0.0,0.0,True,True,2,3,-27.435708114285703,RUS
476,67.0,87.35356525714286,5319.0,6056.178166857143,0.0,0.0,False,True,2,3,-20.35356525714286,RUS
477,66.2,87.0,5354.6,6033.0,0.0,0.0,False,True,2,3,-20.799999999999997,RUS
478,65.0,82.68465074085915,5408.0,5595.423585123119,0.0,0.0,False,True,2,3,-17.684650740859155,RUS
479,64.32222222222222,82.0,5755.022222222222,5526.0,13.555555555555555,0.0,False,True,2,3,-17.677777777777777,RUS
480,64.0,80.8,5920.0,5431.8,20.0,0.0,False,True,2,3,-16.799999999999997,RUS
481,65.69090909090909,78.0,6092.754545454545,5212.0,23.1,0.0,False,True,2,3,-12.309090909090912,RUS
482,68.41818181818182,75.68571428571428,6371.390909090909,5133.314285714286,28.1,0.0,False,True,2,3,-7.267532467532462,RUS
483,70.0,72.0,6533.0,5008.0,31.0,0.0,False,True,2,3,-2.0,RUS
484,75.7375,70.13333333333334,7079.3375,4847.0,36.1,0.0,False,True,2,3,5.604166666666657,HAM
485,79.0,68.0,7390.0,4663.0,39.0,0.0,False,False,2,3,11.0,HAM
486,80.39285577142857,66.0,7638.160469942857,4749.0,41.78571154285714,7.0,False,False,2,3,14.392855771428572,HAM
487,83.8214272,66.0,8249.0176128,4758.333333333333,48.642854400000004,7.311111111111111,False,False,2,3,17.821427200000002,HAM
488,85.0,66.0,8459.0,4945.0,51.0,13.533333333333333,False,False,2,3,19.0,HAM
489,88.6093728,66.0,8656.5311296,5131.666666666667,53.2968736,19.755555555555556,False,False,2,3,22.609372800000003,HAM
490,96.0,66.0,9061.0,5169.0,58.0,21.0,False,False,2,3,30.0,HAM
491,101.09999616,68.11428571428571,9333.42479488,5349.242857142857,59.699998719999996,26.814285714285713,False,False,2,3,32.98571044571429,HAM
492,108.0,70.0,9702.0,5510.0,62.0,32.0,False,False,2,3,38.0,HAM
